name,epic,yahoo_ticker,sector,fiscal_year,currency,revenue,gross_profit,operating_income,net_income,gross_margin,operating_margin,net_margin,retrieved_at
SSP Group,SSPG,SSPG.L,Retailers,2025,GBP,3638500000.0,1706900000.0,267800000.0,-74400000.0,0.4691,0.0736,-0.0204,2026-08-10
Saga,SAGA,SAGA.L,Travel and Leisure,2023,GBP,663700000.0,415200000.0,20700000.0,-273100000.0,0.6256,0.0312,-0.4115,2026-08-10
Saga,SAGA,SAGA.L,Travel and Leisure,2024,GBP,564600000.0,262600000.0,41700000.0,-113000000.0,0.4651,0.0739,-0.2001,2026-08-10
Saga,SAGA,SAGA.L,Travel and Leisure,2025,GBP,588300000.0,279500000.0,64000000.0,-164900000.0,0.4751,0.1088,-0.2803,2026-08-10
Saga,SAGA,SAGA.L,Travel and Leisure,2026,GBP,660000000.0,318900000.0,100500000.0,3600000.0,0.4832,0.1523,0.0055,2026-08-10
Savills,SVS,SVS.L,Real Estate Investment & Services,2022,GBP,2298300000.0,,146100000.0,119400000.0,,0.0636,0.052,2026-08-10
Savills,SVS,SVS.L,Real Estate Investment & Services,2023,GBP,2238000000.0,,37000000.0,40800000.0,,0.0165,0.0182,2026-08-10
Savills,SVS,SVS.L,Real Estate Investment & Services,2024,GBP,2404000000.0,,68200000.0,53600000.0,,0.0284,0.0223,2026-08-10
Savills,SVS,SVS.L,Real Estate Investment & Services,2025,GBP,2550900000.0,,89900000.0,70900000.0,,0.0352,0.0278,2026-08-10
Senior,SNR,SNR.L,Aerospace & Defence,2022,GBP,848400000.0,149700000.0,32000000.0,20200000.0,0.1764,0.0377,0.0238,2026-08-10
Senior,SNR,SNR.L,Aerospace & Defence,2023,GBP,963500000.0,174000000.0,36700000.0,31100000.0,0.1806,0.0381,0.0323,2026-08-10
Senior,SNR,SNR.L,Aerospace & Defence,2024,GBP,707400000.0,155700000.0,45500000.0,25900000.0,0.2201,0.0643,0.0366,2026-08-10
Senior,SNR,SNR.L,Aerospace & Defence,2025,GBP,738200000.0,169000000.0,44100000.0,-4200000.0,0.2289,0.0597,-0.0057,2026-08-10
Serco,SRP,SRP.L,Support Services,2022,GBP,4534000000.0,493500000.0,207600000.0,155400000.0,0.1088,0.0458,0.0343,2026-08-10
Serco,SRP,SRP.L,Support Services,2023,GBP,4873800000.0,495500000.0,188800000.0,202400000.0,0.1017,0.0387,0.0415,2026-08-10
Serco,SRP,SRP.L,Support Services,2024,GBP,4787300000.0,518600000.0,223800000.0,44200000.0,0.1083,0.0467,0.0092,2026-08-10
Serco,SRP,SRP.L,Support Services,2025,GBP,4876800000.0,512800000.0,213900000.0,145600000.0,0.1052,0.0439,0.0299,2026-08-10
Shawbrook Bank,SHAW,SHAW.L,Banking,2023,GBP,594700000.0,,,212100000.0,,,0.3567,2026-08-10
Shawbrook Bank,SHAW,SHAW.L,Banking,2024,GBP,617200000.0,,,219900000.0,,,0.3563,2026-08-10
Shawbrook Bank,SHAW,SHAW.L,Banking,2025,GBP,688300000.0,,,195500000.0,,,0.284,2026-08-10
Sirius Real Estate,SRE,SRE.L,Real Estate,2023,EUR,270100000.0,153400000.0,105000000.0,79600000.0,0.5679,0.3887,0.2947,2026-08-10
Sirius Real Estate,SRE,SRE.L,Real Estate,2024,EUR,288800000.0,165800000.0,114500000.0,107800000.0,0.5741,0.3965,0.3733,2026-08-10
Sirius Real Estate,SRE,SRE.L,Real Estate,2025,EUR,317500000.0,186700000.0,128400000.0,178100000.0,0.588,0.4044,0.5609,2026-08-10
Sirius Real Estate,SRE,SRE.L,Real Estate,2026,EUR,347500000.0,201400000.0,139300000.0,229600000.0,0.5796,0.4009,0.6607,2026-08-10
Softcat,SCT,SCT.L,Software & Computer Services,2022,GBP,1077946000.0,327210000.0,136145000.0,110405000.0,0.3035,0.1263,0.1024,2026-08-10
Softcat,SCT,SCT.L,Software & Computer Services,2023,GBP,985300000.0,373834000.0,140898000.0,112029000.0,0.3794,0.143,0.1137,2026-08-10
Softcat,SCT,SCT.L,Software & Computer Services,2024,GBP,962633000.0,417753000.0,154064000.0,119044000.0,0.434,0.16,0.1237,2026-08-10
Spire Healthcare,SPI,SPI.L,Health Care Equipment & Services,2022,GBP,1198500000.0,538400000.0,92400000.0,8600000.0,0.4492,0.0771,0.0072,2026-08-10
Spire Healthcare,SPI,SPI.L,Health Care Equipment & Services,2023,GBP,1359000000.0,624200000.0,126800000.0,27300000.0,0.4593,0.0933,0.0201,2026-08-10
Spire Healthcare,SPI,SPI.L,Health Care Equipment & Services,2024,GBP,1511200000.0,683600000.0,124900000.0,25400000.0,0.4524,0.0826,0.0168,2026-08-10
Spire Healthcare,SPI,SPI.L,Health Care Equipment & Services,2025,GBP,1579800000.0,716100000.0,119200000.0,16400000.0,0.4533,0.0755,0.0104,2026-08-10
Syncona,SYNC,SYNC.L,Pharmaceuticals & Biotechnology,2023,USD,-23978000.0,,,-56018000.0,,,2.3362,2026-08-10
Syncona,SYNC,SYNC.L,Pharmaceuticals & Biotechnology,2024,USD,63745000.0,,,3788000.0,,,0.0594,2026-08-10
Syncona,SYNC,SYNC.L,Pharmaceuticals & Biotechnology,2025,USD,-68312000.0,,,-143160000.0,,,2.0957,2026-08-10
Syncona,SYNC,SYNC.L,Pharmaceuticals & Biotechnology,2026,USD,55891000.0,,,-8805000.0,,,-0.1575,2026-08-10
TBC Bank,TBCG,TBCG.L,Banks,2022,GEL,2134095000.0,,,995206000.0,,,0.4663,2026-08-10
TBC Bank,TBCG,TBCG.L,Banks,2023,GEL,2452241000.0,,,1124180000.0,,,0.4584,2026-08-10
TBC Bank,TBCG,TBCG.L,Banks,2024,GEL,2924090000.0,,,1284051000.0,,,0.4391,2026-08-10
TBC Bank,TBCG,TBCG.L,Banks,2025,GEL,3496175000.0,,,1397337000.0,,,0.3997,2026-08-10
THG,THG,THG.L,Personal Products,2022,GBP,2239229000.0,879975000.0,-495565000.0,-539957000.0,0.393,-0.2213,-0.2411,2026-08-10
THG,THG,THG.L,Personal Products,2023,GBP,1879866000.0,797373000.0,-39232000.0,-248372000.0,0.4242,-0.0209,-0.1321,2026-08-10
THG,THG,THG.L,Personal Products,2024,GBP,1751404000.0,693595000.0,-147895000.0,-326140000.0,0.396,-0.0844,-0.1862,2026-08-10
THG,THG,THG.L,Personal Products,2025,GBP,1717877000.0,687998000.0,-52403000.0,54125000.0,0.4005,-0.0305,0.0315,2026-08-10
TP ICAP,TCAP,TCAP.L,Support Services,2022,GBP,2115000000.0,717000000.0,183000000.0,103000000.0,0.339,0.0865,0.0487,2026-08-10
TP ICAP,TCAP,TCAP.L,Support Services,2023,GBP,2191000000.0,762000000.0,243000000.0,74000000.0,0.3478,0.1109,0.0338,2026-08-10
TP ICAP,TCAP,TCAP.L,Support Services,2024,GBP,2253000000.0,793000000.0,254000000.0,167000000.0,0.352,0.1127,0.0741,2026-08-10
TP ICAP,TCAP,TCAP.L,Support Services,2025,GBP,2353000000.0,840000000.0,272000000.0,186000000.0,0.357,0.1156,0.079,2026-08-10
Tate & Lyle,TATE,TATE.L,Food Producers,2023,GBP,1751000000.0,733000000.0,228000000.0,190000000.0,0.4186,0.1302,0.1085,2026-08-10
Tate & Lyle,TATE,TATE.L,Food Producers,2024,GBP,1647000000.0,708000000.0,235000000.0,188000000.0,0.4299,0.1427,0.1141,2026-08-10
Tate & Lyle,TATE,TATE.L,Food Producers,2025,GBP,1736000000.0,706000000.0,106000000.0,143000000.0,0.4067,0.0611,0.0824,2026-08-10
Tate & Lyle,TATE,TATE.L,Food Producers,2026,GBP,2006000000.0,622000000.0,244000000.0,97000000.0,0.3101,0.1216,0.0484,2026-08-10
Taylor Wimpey,TW,TW.L,Household goods & home construction,2022,GBP,4419900000.0,1132400000.0,827500000.0,643600000.0,0.2562,0.1872,0.1456,2026-08-10
Taylor Wimpey,TW,TW.L,Household goods & home construction,2023,GBP,3514500000.0,716500000.0,467800000.0,349000000.0,0.2039,0.1331,0.0993,2026-08-10
Taylor Wimpey,TW,TW.L,Household goods & home construction,2024,GBP,3401200000.0,648700000.0,416400000.0,219600000.0,0.1907,0.1224,0.0646,2026-08-10
Taylor Wimpey,TW,TW.L,Household goods & home construction,2025,GBP,3844600000.0,658400000.0,418500000.0,100400000.0,0.1713,0.1089,0.0261,2026-08-10
Telecom Plus,TEP,TEP.L,Telecomms,2023,GBP,2475160000.0,306196000.0,114569000.0,68426000.0,0.1237,0.0463,0.0276,2026-08-10
Telecom Plus,TEP,TEP.L,Telecomms,2024,GBP,2039131000.0,355210000.0,136962000.0,71037000.0,0.1742,0.0672,0.0348,2026-08-10
Telecom Plus,TEP,TEP.L,Telecomms,2025,GBP,1838156000.0,358068000.0,154997000.0,76097000.0,0.1948,0.0843,0.0414,2026-08-10
Telecom Plus,TEP,TEP.L,Telecomms,2026,GBP,1941057000.0,389164000.0,167310000.0,80670000.0,0.2005,0.0862,0.0416,2026-08-10
Trainline,TRN,TRN.L,Industrial Transportation,2023,GBP,327147000.0,252224000.0,27639000.0,21217000.0,0.771,0.0845,0.0649,2026-08-10
Trainline,TRN,TRN.L,Industrial Transportation,2024,GBP,396718000.0,305285000.0,55579000.0,33986000.0,0.7695,0.1401,0.0857,2026-08-10
Trainline,TRN,TRN.L,Industrial Transportation,2025,GBP,442095000.0,352313000.0,85578000.0,58348000.0,0.7969,0.1936,0.132,2026-08-10
Trainline,TRN,TRN.L,Industrial Transportation,2026,GBP,452684000.0,373874000.0,122427000.0,79813000.0,0.8259,0.2704,0.1763,2026-08-10
Travis Perkins,TPK,TPK.L,Support Services,2022,GBP,4994800000.0,1384700000.0,254800000.0,192200000.0,0.2772,0.051,0.0385,2026-08-10
Travis Perkins,TPK,TPK.L,Support Services,2023,GBP,4837100000.0,1298800000.0,180200000.0,38100000.0,0.2685,0.0373,0.0079,2026-08-10
Travis Perkins,TPK,TPK.L,Support Services,2024,GBP,4607400000.0,1203700000.0,146800000.0,-77400000.0,0.2613,0.0319,-0.0168,2026-08-10
Travis Perkins,TPK,TPK.L,Support Services,2025,GBP,4564600000.0,1192600000.0,132100000.0,-176300000.0,0.2613,0.0289,-0.0386,2026-08-10
Trustpilot,TRST,TRST.L,Technology,2022,USD,148932000.0,121995000.0,-14795000.0,-14644000.0,0.8191,-0.0993,-0.0983,2026-08-10
Trustpilot,TRST,TRST.L,Technology,2023,USD,176362000.0,145448000.0,1068000.0,7109000.0,0.8247,0.0061,0.0403,2026-08-10
Trustpilot,TRST,TRST.L,Technology,2024,USD,210751000.0,171633000.0,6480000.0,6234000.0,0.8144,0.0307,0.0296,2026-08-10
Trustpilot,TRST,TRST.L,Technology,2025,USD,261050000.0,215868000.0,18119000.0,7758000.0,0.8269,0.0694,0.0297,2026-08-10
Vesuvius,VSVS,VSVS.L,General Industrials,2022,GBP,2047400000.0,571500000.0,216800000.0,181100000.0,0.2791,0.1059,0.0885,2026-08-10
Vesuvius,VSVS,VSVS.L,General Industrials,2023,GBP,1929800000.0,537900000.0,190100000.0,118500000.0,0.2787,0.0985,0.0614,2026-08-10
Vesuvius,VSVS,VSVS.L,General Industrials,2024,GBP,1820100000.0,503700000.0,168300000.0,87200000.0,0.2767,0.0925,0.0479,2026-08-10
Vesuvius,VSVS,VSVS.L,General Industrials,2025,GBP,1809500000.0,460700000.0,140500000.0,52200000.0,0.2546,0.0776,0.0288,2026-08-10
Victrex,VCT,VCT.L,Chemicals,2022,GBP,341000000.0,174500000.0,88500000.0,76200000.0,0.5117,0.2595,0.2235,2026-08-10
Victrex,VCT,VCT.L,Chemicals,2023,GBP,307000000.0,162600000.0,73200000.0,61700000.0,0.5296,0.2384,0.201,2026-08-10
Victrex,VCT,VCT.L,Chemicals,2024,GBP,296200000.0,134300000.0,45800000.0,17200000.0,0.4534,0.1546,0.0581,2026-08-10
Victrex,VCT,VCT.L,Chemicals,2025,GBP,296400000.0,132600000.0,39800000.0,27800000.0,0.4474,0.1343,0.0938,2026-08-10
Vistry Group,VTY,VTY.L,Home Construction,2022,GBP,2771300000.0,413700000.0,212500000.0,204300000.0,0.1493,0.0767,0.0737,2026-08-10
Vistry Group,VTY,VTY.L,Home Construction,2023,GBP,3564200000.0,533600000.0,300000000.0,215000000.0,0.1497,0.0842,0.0603,2026-08-10
Vistry Group,VTY,VTY.L,Home Construction,2024,GBP,3779300000.0,291700000.0,167000000.0,74500000.0,0.0772,0.0442,0.0197,2026-08-10
Vistry Group,VTY,VTY.L,Home Construction,2025,GBP,3613700000.0,389600000.0,222600000.0,138000000.0,0.1078,0.0616,0.0382,2026-08-10
Volution Group,FAN,FAN.L,Construction & Materials,2022,GBP,307701000.0,147098000.0,49659000.0,35610000.0,0.4781,0.1614,0.1157,2026-08-10
Volution Group,FAN,FAN.L,Construction & Materials,2023,GBP,328008000.0,158859000.0,58557000.0,37373000.0,0.4843,0.1785,0.1139,2026-08-10
Volution Group,FAN,FAN.L,Construction & Materials,2024,GBP,347611000.0,178267000.0,68511000.0,42797000.0,0.5128,0.1971,0.1231,2026-08-10
WHSmith,SMWH,SMWH.L,Retailers,2022,GBP,1400000000.0,862000000.0,116000000.0,47000000.0,0.6157,0.0829,0.0336,2026-08-10
WHSmith,SMWH,SMWH.L,Retailers,2023,GBP,1793000000.0,1111000000.0,179000000.0,79000000.0,0.6196,0.0998,0.0441,2026-08-10
WHSmith,SMWH,SMWH.L,Retailers,2024,GBP,1473000000.0,852000000.0,151000000.0,54000000.0,0.5784,0.1025,0.0367,2026-08-10
WHSmith,SMWH,SMWH.L,Retailers,2025,GBP,1553000000.0,889000000.0,145000000.0,-144000000.0,0.5724,0.0934,-0.0927,2026-08-10
WPP,WPP,WPP.L,Media,2022,GBP,14429000000.0,2539000000.0,1358000000.0,683000000.0,0.176,0.0941,0.0473,2026-08-10
WPP,WPP,WPP.L,Media,2023,GBP,14845000000.0,2519000000.0,531000000.0,110000000.0,0.1697,0.0358,0.0074,2026-08-10
WPP,WPP,WPP.L,Media,2024,GBP,14741000000.0,2451000000.0,1325000000.0,542000000.0,0.1663,0.0899,0.0368,2026-08-10
WPP,WPP,WPP.L,Media,2025,GBP,13550000000.0,2146000000.0,382000000.0,-215000000.0,0.1584,0.0282,-0.0159,2026-08-10
Watches of Switzerland,WOSG,WOSG.L,Personal Goods,2023,GBP,1542800000.0,218700000.0,178800000.0,121800000.0,0.1418,0.1159,0.0789,2026-08-10
Watches of Switzerland,WOSG,WOSG.L,Personal Goods,2024,GBP,1537900000.0,189900000.0,152400000.0,59100000.0,0.1235,0.0991,0.0384,2026-08-10
Watches of Switzerland,WOSG,WOSG.L,Personal Goods,2025,GBP,1651500000.0,211200000.0,167600000.0,53800000.0,0.1279,0.1015,0.0326,2026-08-10
Watches of Switzerland,WOSG,WOSG.L,Personal Goods,2026,GBP,1827900000.0,237200000.0,178800000.0,98800000.0,0.1298,0.0978,0.0541,2026-08-10
Wetherspoons,JDW,JDW.L,Travel & Leisure,2022,GBP,1740477000.0,100275000.0,55104000.0,19267000.0,0.0576,0.0317,0.0111,2026-08-10
Wetherspoons,JDW,JDW.L,Travel & Leisure,2023,GBP,1925044000.0,,107116000.0,59587000.0,,0.0556,0.031,2026-08-10
Wetherspoons,JDW,JDW.L,Travel & Leisure,2024,GBP,2035500000.0,,143644000.0,48785000.0,,0.0706,0.024,2026-08-10
Wickes,WIX,WIX.L,Retailers,2022,GBP,1562400000.0,572200000.0,68800000.0,31900000.0,0.3662,0.044,0.0204,2026-08-10
Wickes,WIX,WIX.L,Retailers,2023,GBP,1553800000.0,565000000.0,62900000.0,29800000.0,0.3636,0.0405,0.0192,2026-08-10
Wickes,WIX,WIX.L,Retailers,2024,GBP,1544500000.0,566600000.0,47300000.0,18100000.0,0.3669,0.0306,0.0117,2026-08-10
Wickes,WIX,WIX.L,Retailers,2025,GBP,1636200000.0,603800000.0,70600000.0,38500000.0,0.369,0.0431,0.0235,2026-08-10
Wizz Air,WIZZ,WIZZ.L,Travel & Leisure,2023,EUR,3895700000.0,-262600000.0,-566800000.0,-523000000.0,-0.0674,-0.1455,-0.1343,2026-08-10
Wizz Air,WIZZ,WIZZ.L,Travel & Leisure,2024,EUR,5073100000.0,525600000.0,437900000.0,376600000.0,0.1036,0.0863,0.0742,2026-08-10
Wizz Air,WIZZ,WIZZ.L,Travel & Leisure,2025,EUR,5267600000.0,335100000.0,167500000.0,225800000.0,0.0636,0.0318,0.0429,2026-08-10
Wizz Air,WIZZ,WIZZ.L,Travel & Leisure,2026,EUR,5691400000.0,202800000.0,139700000.0,2200000.0,0.0356,0.0245,0.0004,2026-08-10
XPS Pensions,XPS,XPS.L,Financial Services,2023,GBP,166596000.0,85454000.0,25402000.0,15837000.0,0.5129,0.1525,0.0951,2026-08-10
XPS Pensions,XPS,XPS.L,Financial Services,2024,GBP,199432000.0,104007000.0,36062000.0,54167000.0,0.5215,0.1808,0.2716,2026-08-10
XPS Pensions,XPS,XPS.L,Financial Services,2025,GBP,231785000.0,122384000.0,46096000.0,30343000.0,0.528,0.1989,0.1309,2026-08-10
XPS Pensions,XPS,XPS.L,Financial Services,2026,GBP,262659000.0,134221000.0,51325000.0,26558000.0,0.511,0.1954,0.1011,2026-08-10
Zigup,ZIG,ZIG.L,Support Services,2023,GBP,1489746000.0,435573000.0,221915000.0,139238000.0,0.2924,0.149,0.0935,2026-08-10
Zigup,ZIG,ZIG.L,Support Services,2024,GBP,1833127000.0,432891000.0,203621000.0,125018000.0,0.2361,0.1111,0.0682,2026-08-10
Zigup,ZIG,ZIG.L,Support Services,2025,GBP,1812644000.0,397899000.0,165402000.0,79845000.0,0.2195,0.0912,0.044,2026-08-10
Zigup,ZIG,ZIG.L,Support Services,2026,GBP,1858934000.0,421099000.0,173632000.0,76159000.0,0.2265,0.0934,0.041,2026-08-10
discoverIE,DSCV,DSCV.L,Support Services,2023,GBP,448900000.0,169200000.0,34600000.0,21300000.0,0.3769,0.0771,0.0474,2026-08-10
discoverIE,DSCV,DSCV.L,Support Services,2024,GBP,437000000.0,177000000.0,31200000.0,15500000.0,0.405,0.0714,0.0355,2026-08-10
discoverIE,DSCV,DSCV.L,Support Services,2025,GBP,422900000.0,181500000.0,42400000.0,24600000.0,0.4292,0.1003,0.0582,2026-08-10
discoverIE,DSCV,DSCV.L,Support Services,2026,GBP,443300000.0,192500000.0,45200000.0,29000000.0,0.4342,0.102,0.0654,2026-08-10
